cod_prod;nome_abrev;nome_completo;descricao;categoria;sub_categoria;marca;conteudo_valor;conteudo_medida
964637852404;NIVEA Lip Balm Pomegranate;NIVEA Lip Balm, Pomegranate Shine, 24h Moisture with Natural Oils, Dark Red Shine & Pomegrenate Aroma, 4.8 g;Balm Nivea NIVEA Lip Balm, Pomegranate Shine, 24h Moisture with Natural Oils, Dark Red Shine & Pomegrenate Aroma, 4.8 g  para Lábios;Lábios;Balm;Nivea;4.8;ml
28819762964;NIVEA Lip Balm Glossy;NIVEA Lip Balm, Glossy Finish - Fruity Cherry Shine, 4.8g;Balm Nivea NIVEA Lip Balm, Glossy Finish - Fruity Cherry Shine, 4.8g  para Lábios;Lábios;Balm;Nivea;4.8;ml
451585321781;Nivea Lip Balm Fruity;Nivea Lip Balm Fruity Shine, Glossy Finish, 4.8g - Peach;Balm Nivea Nivea Lip Balm Fruity Shine, Glossy Finish, 4.8g - Peach  para Lábios;Lábios;Balm;Nivea;0.04;lbs
260984813328;NIVEA Lip Balm Soft;NIVEA Lip Balm, Soft Rose, 4.8g (Limited Edition);Balm Nivea NIVEA Lip Balm, Soft Rose, 4.8g (Limited Edition)  para Lábios;Lábios;Balm;Nivea;4.8;ml
639685257685;Super Lustrous Lipstick Luscious;Super Lustrous Lipstick The Luscious Mattes;Batom Revlon Super Lustrous Lipstick The Luscious Mattes  para Lábios;Lábios;Batom;Revlon;4.5;ml
629300579933;Kiss Balm Lip Balm;Kiss Balm Lip Balm;Balm Revlon Kiss Balm Lip Balm  para Lábios;Lábios;Balm;Revlon;2.7;ml
518877266011;ColorStay Lip Liner;ColorStay Lip Liner;Lápis labial Revlon ColorStay Lip Liner  para Lábios;Lábios;Lápis labial;Revlon;1440.0;ml
298360593984;Love Super Lustrous Lipstick;Love is On Super Lustrous Lipstick;Batom Revlon Love is On Super Lustrous Lipstick  para Lábios;Lábios;Batom;Revlon;4.5;ml
685026091562;Love Super Lustrous Lipstick;Love is On Super Lustrous Lipstick;Batom Revlon Love is On Super Lustrous Lipstick  para Lábios;Lábios;Batom;Revlon;4.5;ml
84964814712;Super Lustrous Lipstick;Super Lustrous Lipstick;Batom Revlon Super Lustrous Lipstick  para Lábios;Lábios;Batom;Revlon;4.5;ml
151715339364;Neutrogena Revitalizing Lip Balm;Neutrogena Revitalizing Lip Balm Spf 20 Sheer Shimmer 10 15 Oz;Balm Neutrogena Neutrogena Revitalizing Lip Balm Spf 20 Sheer Shimmer 10 15 Oz  para Lábios;Lábios;Balm;Neutrogena;3.0;ml
599019471098;NIVEA Men Lip Balm;NIVEA Men Lip Balm, Active Care SPF for 24h Moisture, 4.8 g;Balm Nivea NIVEA Men Lip Balm, Active Care SPF for 24h Moisture, 4.8 g  para Lábios;Lábios;Balm;Nivea;4.8;ml
318718090108;NIVEA Men H mpisture;NIVEA Men 24 H melt-in mpisture Active Care clearing Lip Balm, SPF 15, 4.8g & NIVEA Lip Balm, Fruity Strawberry Shine, 4.8g;Balm Nivea NIVEA Men 24 H melt-in mpisture Active Care clearing Lip Balm, SPF 15, 4.8g & NIVEA Lip Balm, Fruity Strawberry Shine, 4.8g  para Lábios;Lábios;Balm;Nivea;4.8;ml
853514986687;Travel Size Dramatically Different;Travel Size Dramatically Different Moisturizing Lotion+;Hidratante Clinique Travel Size Dramatically Different Moisturizing Lotion+  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;15.0;ml
230026748062;Travel Size Dramatically Different;Travel Size Dramatically Different Oil-Free Gel;Hidratante Clinique Travel Size Dramatically Different Oil-Free Gel  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;15.0;ml
259669180633;Clarifying Face Lotion Dry;Clarifying Face Lotion 2 - Dry Combination Mini;Hidratante Clinique Clarifying Face Lotion 2 - Dry Combination Mini  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;60.0;ml
648095106377;Clarifying Face Lotion Mini;Clarifying Face Lotion 3 Mini;Hidratante Clinique Clarifying Face Lotion 3 Mini  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;60.0;ml
209620534593;Moisture Surge Hydrator Moisturizer;Moisture Surge 100H Auto-Replenishing Hydrator Moisturizer Mini;Hidratante Clinique Moisture Surge 100H Auto-Replenishing Hydrator Moisturizer Mini  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;15.0;ml
650659963524;Travel Size Clinique Smart;Travel Size Clinique Smart Clinical Repair Wrinkle Correcting Cream;Hidratante Clinique Travel Size Clinique Smart Clinical Repair Wrinkle Correcting Cream  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;15.0;ml
116730902764;Dramatically Different Moisturizing Cream;Dramatically Different Moisturizing Cream;Hidratante Clinique Dramatically Different Moisturizing Cream  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;51.0;ml
187739820281;Clarifying Peel;Clarifying Do-Over Peel;Máscara Clinique Clarifying Do-Over Peel  para Cuidados com a pele;Cuidados com a pele;Máscara;Clinique;30.0;ml
197262618965;Clinique Men Broad Spectrum;Clinique For Men Broad Spectrum SPF 21 Moisturizer;Hidratante Clinique Clinique For Men Broad Spectrum SPF 21 Moisturizer  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;102.0;ml
901710590549;Clinique Men Moisturizing Lotion;Clinique For Men Moisturizing Lotion;Hidratante Clinique Clinique For Men Moisturizing Lotion  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;102.0;ml
627366709318;Clinique Men Oil Free;Clinique For Men Oil Free Moisturizer;Hidratante Clinique Clinique For Men Oil Free Moisturizer  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;102.0;ml
474326478575;Moisture Surge Hydrating Lotion;Moisture Surge Hydrating Lotion;Hidratante Clinique Moisture Surge Hydrating Lotion  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;201.0;ml
981528925474;Clinique Men Maximum Hydrator;Clinique For Men Maximum Hydrator Activated Water-Gel Concentrate;Hidratante Clinique Clinique For Men Maximum Hydrator Activated Water-Gel Concentrate  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;48.0;ml
625391302528;Moisture Surge Hydrating Supercharged;Moisture Surge Hydrating Supercharged Concentrate;Hidratante Clinique Moisture Surge Hydrating Supercharged Concentrate  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;48.0;ml
668532089360;Clinique Men Hydrating Concentrate;Clinique For Men Anti-Fatigue Hydrating Concentrate SPF 25;Hidratante Clinique Clinique For Men Anti-Fatigue Hydrating Concentrate SPF 25  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;48.0;ml
453854638958;Even Better Clinical Brightening;Even Better Clinical Brightening Moisturizer;Hidratante Clinique Even Better Clinical Brightening Moisturizer  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;51.0;ml
36548787998;Repairwear Laser Focus Cream;Repairwear Laser Focus Cream Broad Spectrum SPF 15 - Very Dry to Dry Combination;Hidratante Clinique Repairwear Laser Focus Cream Broad Spectrum SPF 15 - Very Dry to Dry Combination  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;51.0;ml
885146515683;Repairwear Laser Focus Line;Repairwear Laser Focus Line Smoothing Cream Broad Spectrum SPF 15 Combination Oil to Oily;Hidratante Clinique Repairwear Laser Focus Line Smoothing Cream Broad Spectrum SPF 15 Combination Oil to Oily  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;51.0;ml
444143373544;Smart Broad Spectrum SPF;Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer For Combination Oily Skin;Hidratante Clinique Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer For Combination Oily Skin  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;51.0;ml
122060583467;Smart Broad Spectrum SPF;Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer - Dry Combination;Hidratante Clinique Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer - Dry Combination  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;51.0;ml
219218359743;Smart Broad Spectrum SPF;Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer - Very Dry;Hidratante Clinique Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer - Very Dry  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;51.0;ml
78173133504;Clinique Smart Clinical Repair;Clinique Smart Clinical Repair Wrinkle Correcting Rich Face Cream;Hidratante Clinique Clinique Smart Clinical Repair Wrinkle Correcting Rich Face Cream  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;51.0;ml
727626034003;Clinique Smart Clinical MD;Clinique Smart Clinical MD Multi-Dimensional Age Transformer Duo Resculpt + Revolumize;Hidratante Clinique Clinique Smart Clinical MD Multi-Dimensional Age Transformer Duo Resculpt + Revolumize  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;51.0;ml
666250843370;Clinique Smart Clinical MD;Clinique Smart Clinical MD Multi-Dimensional Age Transformer Resculpt;Hidratante Clinique Clinique Smart Clinical MD Multi-Dimensional Age Transformer Resculpt  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;51.0;ml
10115553490;Clinique Smart Clinical MD;Clinique Smart Clinical MD Multi-Dimensional Age Transformer Revolumize;Hidratante Clinique Clinique Smart Clinical MD Multi-Dimensional Age Transformer Revolumize  para Cuidados com a pele;Cuidados com a pele;Hidratante;Clinique;51.0;ml
880204392084;Hydra Life Balancing Hydration;Hydra Life Balancing Hydration - 2 In 1 Sorbet Water;Tônico Dior Hydra Life Balancing Hydration - 2 In 1 Sorbet Water  para Cuidados com a pele;Cuidados com a pele;Tônico;Dior;175.0;ml
992711153987;Forever Perfect Fix Face;Forever Perfect Fix Face Mist;Hidratante Dior Forever Perfect Fix Face Mist  para Cuidados com a pele;Cuidados com a pele;Hidratante;Dior;100.0;ml
766076721170;Hydra Life Cooling Hydration;Hydra Life Cooling Hydration - Sorbet Eye Gel;Tratamento para olhos Dior Hydra Life Cooling Hydration - Sorbet Eye Gel  para Cuidados com a pele;Cuidados com a pele;Tratamento para olhos;Dior;15.0;ml
414194766756;Cica Recover Balm Balm;Cica Recover Balm Balm;Hidratante Dior Cica Recover Balm Balm  para Cuidados com a pele;Cuidados com a pele;Hidratante;Dior;75.0;ml
559676552646;Capture Totale Eye Cream;Capture Totale Eye Cream;Tratamento para olhos Dior Capture Totale Eye Cream  para Cuidados com a pele;Cuidados com a pele;Tratamento para olhos;Dior;15.0;ml
62478667987;Hydra Life Deep Hydration;Hydra Life Deep Hydration - Sorbet Water Essence;Hidratante Dior Hydra Life Deep Hydration - Sorbet Water Essence  para Cuidados com a pele;Cuidados com a pele;Hidratante;Dior;40.0;ml
830308604118;Capture Totale Super Potent;Capture Totale Super Potent Eye Serum;Tratamento para olhos Dior Capture Totale Super Potent Eye Serum  para Cuidados com a pele;Cuidados com a pele;Tratamento para olhos;Dior;20.0;ml
866090185962;Capture Totale Dreamskin Mask;Capture Totale Dreamskin 1-Minute Mask;Máscara Dior Capture Totale Dreamskin 1-Minute Mask  para Cuidados com a pele;Cuidados com a pele;Máscara;Dior;75.0;ml
204797076525;Capture Youth Lift Sculptor;Capture Youth Lift Sculptor Age-Delay Lifting Serum;Sérum Dior Capture Youth Lift Sculptor Age-Delay Lifting Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Dior;30.0;ml
566282962059;Capture Youth Redness Soother;Capture Youth Redness Soother Age-Delay Anti-Redness Soothing Serum;Sérum Dior Capture Youth Redness Soother Age-Delay Anti-Redness Soothing Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Dior;30.0;ml
297715706826;Capture Youth Plump Filler;Capture Youth Age-Delay Plump Filler Plumping Serum;Sérum Dior Capture Youth Age-Delay Plump Filler Plumping Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Dior;30.0;ml
678481498823;Capture Youth Matte Maximizer;Capture Youth Matte Maximizer - Age-Defying Mattifying Serum;Sérum Dior Capture Youth Matte Maximizer - Age-Defying Mattifying Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Dior;30.0;ml
787780948394;Capture Youth Glow Booster;Capture Youth Glow Booster Age-Delay Illuminating Serum;Sérum Dior Capture Youth Glow Booster Age-Delay Illuminating Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Dior;30.0;ml
496102268811;Capture Totale Super Potent;Capture Totale Super Potent Serum;Sérum Dior Capture Totale Super Potent Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Dior;50.0;ml
68025902358;Capture Totale Dreamskin Care;Capture Totale Dreamskin Care & Perfect;Hidratante Dior Capture Totale Dreamskin Care & Perfect  para Cuidados com a pele;Cuidados com a pele;Hidratante;Dior;30.0;ml
669865728414;One Essential Skin Boosting;One Essential Skin Boosting Super Serum;Sérum Dior One Essential Skin Boosting Super Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Dior;30.0;ml
949020751601;Diorsnow Essence Light Serum;Diorsnow Essence Of Light Serum;Sérum Dior Diorsnow Essence Of Light Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Dior;30.0;ml
632451824333;Lipikar Triple Repair Body;Lipikar AP+M Triple Repair Body Moisturizing Cream for Dry Skin;Hidratante La Roche-Posay Lipikar AP+M Triple Repair Body Moisturizing Cream for Dry Skin  para Cuidados com a pele;Cuidados com a pele;Hidratante;La Roche-Posay;405.0;ml
458940039046;Anthelios Mineral SPF Face;Anthelios Mineral SPF 30 Face Moisturizer with Hyaluronic Acid;Hidratante La Roche-Posay Anthelios Mineral SPF 30 Face Moisturizer with Hyaluronic Acid  para Cuidados com a pele;Cuidados com a pele;Hidratante;La Roche-Posay;51.0;ml
384762973629;Pure Vitamin C Face;Pure Vitamin C Face Cream;Hidratante La Roche-Posay Pure Vitamin C Face Cream  para Cuidados com a pele;Cuidados com a pele;Hidratante;La Roche-Posay;39.0;ml
422489777899;Mini Mac Sized Go;Mini Mac Demi-Wipes - Sized To Go;Limpeza MAC Cosmetics Mini Mac Demi-Wipes - Sized To Go  para Cuidados com a pele;Cuidados com a pele;Limpeza;MAC Cosmetics;30.0;ml
237481666603;Hydro Boost Hydrating Hydrogel;Hydro Boost Hydrating 100% Hydrogel Mask;Máscara Neutrogena Hydro Boost Hydrating 100% Hydrogel Mask  para Cuidados com a pele;Cuidados com a pele;Máscara;Neutrogena;30.0;ml
144577978130;Travel Size Hydro Boost;Travel Size Hydro Boost Water Gel;Hidratante Neutrogena Travel Size Hydro Boost Water Gel  para Cuidados com a pele;Cuidados com a pele;Hidratante;Neutrogena;15.0;ml
254346610694;Travel Size Rapid Wrinkle;Travel Size Rapid Wrinkle Repair Regenerating Cream;Hidratante Neutrogena Travel Size Rapid Wrinkle Repair Regenerating Cream  para Cuidados com a pele;Cuidados com a pele;Hidratante;Neutrogena;15.0;ml
297224000316;Rapid Wrinkle Repair Night;Rapid Wrinkle Repair Night Moisturizer;Tratamento para olhos Neutrogena Rapid Wrinkle Repair Night Moisturizer  para Cuidados com a pele;Cuidados com a pele;Tratamento para olhos;Neutrogena;30.0;ml
152522638244;Rapid Wrinkle Repair Moisturizer;Rapid Wrinkle Repair Moisturizer SPF 30;Hidratante Neutrogena Rapid Wrinkle Repair Moisturizer SPF 30  para Cuidados com a pele;Cuidados com a pele;Hidratante;Neutrogena;30.0;ml
288299752606;Rapid Tone Repair Correcting;Rapid Tone Repair Correcting Cream;Hidratante Neutrogena Rapid Tone Repair Correcting Cream  para Cuidados com a pele;Cuidados com a pele;Hidratante;Neutrogena;51.0;ml
255533118344;Rapid Firming Peptide Contour;Rapid Firming Peptide Contour Lift Face Cream;Hidratante Neutrogena Rapid Firming Peptide Contour Lift Face Cream  para Cuidados com a pele;Cuidados com a pele;Hidratante;Neutrogena;51.0;ml
726874513650;Tea Tree Oil Blemish;Tea Tree Oil Blemish Fade Night Lotion;Tratamento para olhos The Body Shop Tea Tree Oil Blemish Fade Night Lotion  para Cuidados com a pele;Cuidados com a pele;Tratamento para olhos;The Body Shop;30.0;ml
976845836046;Vitamin E Nourishing Night;Vitamin E Nourishing Night Cream;Tratamento para olhos The Body Shop Vitamin E Nourishing Night Cream  para Cuidados com a pele;Cuidados com a pele;Tratamento para olhos;The Body Shop;50.1;ml
927716771737;Travel Size Moisture Surge;Travel Size Moisture Surge Face Spray Thirsty Skin Relief;Spray Clinique Travel Size Moisture Surge Face Spray Thirsty Skin Relief  para Cuidados com a pele;Cuidados com a pele;Spray;Clinique;30.0;ml
118079239983;Facial Soap Mild;Facial Soap - Mild;Sabonete facial Clinique Facial Soap - Mild  para Cuidados com a pele;Cuidados com a pele;Sabonete facial;Clinique;156.0;ml
857847061516;Acne Solutions Cleansing Bar;Acne Solutions Cleansing Bar for Face & Body;Limpeza Clinique Acne Solutions Cleansing Bar for Face & Body  para Cuidados com a pele;Cuidados com a pele;Limpeza;Clinique;156.0;ml
918776970598;Clarifying Face Lotion Dry;Clarifying Face Lotion 1 - Very Dry to Dry;Limpeza Clinique Clarifying Face Lotion 1 - Very Dry to Dry  para Cuidados com a pele;Cuidados com a pele;Limpeza;Clinique;201.0;ml
557997811886;Clarifying Face Lotion Dry;Clarifying Face Lotion 2 - Dry Combination;Limpeza Clinique Clarifying Face Lotion 2 - Dry Combination  para Cuidados com a pele;Cuidados com a pele;Limpeza;Clinique;201.0;ml
29093483903;Clarifying Face Lotion Combination;Clarifying Face Lotion 3 - For Combination Oily Skin;Limpeza Clinique Clarifying Face Lotion 3 - For Combination Oily Skin  para Cuidados com a pele;Cuidados com a pele;Limpeza;Clinique;201.0;ml
296466321906;Clarifying Face Lotion Oily;Clarifying Face Lotion 4 - For Oily Skin;Limpeza Clinique Clarifying Face Lotion 4 - For Oily Skin  para Cuidados com a pele;Cuidados com a pele;Limpeza;Clinique;201.0;ml
841317579076;Clinique Men Exfoliating Tonic;Clinique For Men Exfoliating Tonic;Limpeza Clinique Clinique For Men Exfoliating Tonic  para Cuidados com a pele;Cuidados com a pele;Limpeza;Clinique;201.0;ml
270246765203;Clinique Men Oil Control;Clinique For Men Oil Control Exfoliating Tonic;Limpeza Clinique Clinique For Men Oil Control Exfoliating Tonic  para Cuidados com a pele;Cuidados com a pele;Limpeza;Clinique;201.0;ml
45268056116;Acne Solutions Cleansing Gel;Acne Solutions Cleansing Gel;Sabonete facial Clinique Acne Solutions Cleansing Gel  para Cuidados com a pele;Cuidados com a pele;Sabonete facial;Clinique;126.0;ml
890957320401;Clean Foaming Facial Soap;All About Clean Foaming Facial Soap;Sabonete facial Clinique All About Clean Foaming Facial Soap  para Cuidados com a pele;Cuidados com a pele;Sabonete facial;Clinique;150.0;ml
937240936724;Clean Liquid Facial Soap;All About Clean Liquid Facial Soap Extra Mild;Sabonete facial Clinique All About Clean Liquid Facial Soap Extra Mild  para Cuidados com a pele;Cuidados com a pele;Sabonete facial;Clinique;201.0;ml
198522664678;Clean Liquid Facial Soap;All About Clean Liquid Facial Soap Mild;Sabonete facial Clinique All About Clean Liquid Facial Soap Mild  para Cuidados com a pele;Cuidados com a pele;Sabonete facial;Clinique;201.0;ml
784940898704;Clean Liquid Facial Soap;All About Clean Liquid Facial Soap Oily;Sabonete facial Clinique All About Clean Liquid Facial Soap Oily  para Cuidados com a pele;Cuidados com a pele;Sabonete facial;Clinique;201.0;ml
261386445384;Clinique Men Face Wash;Clinique For Men Face Wash Oily Skin Formula;Sabonete facial Clinique Clinique For Men Face Wash Oily Skin Formula  para Cuidados com a pele;Cuidados com a pele;Sabonete facial;Clinique;201.0;ml
436444057599;Cleansing Micellar Milk Makeup;All-in-One Cleansing Micellar Milk + Makeup Remover - Very Dry/Dry;Limpeza Clinique All-in-One Cleansing Micellar Milk + Makeup Remover - Very Dry/Dry  para Cuidados com a pele;Cuidados com a pele;Limpeza;Clinique;201.0;ml
273454113477;Clarifying Face Lotion Twice;Clarifying Face Lotion 1.0 Twice A Day Exfoliator;Limpeza Clinique Clarifying Face Lotion 1.0 Twice A Day Exfoliator  para Cuidados com a pele;Cuidados com a pele;Limpeza;Clinique;405.0;ml
972461546819;Acne Solutions Clinical Clearing;Acne Solutions Clinical Clearing Gel;Sérum Clinique Acne Solutions Clinical Clearing Gel  para Cuidados com a pele;Cuidados com a pele;Sérum;Clinique;30.0;ml
689531514301;Clean Foaming Face Cleanser;All About Clean Rinse-Off Foaming Face Cleanser;Sabonete facial Clinique All About Clean Rinse-Off Foaming Face Cleanser  para Cuidados com a pele;Cuidados com a pele;Sabonete facial;Clinique;255.0;ml
650578539121;Take Day Cleansing Balm;Take The Day Off Cleansing Balm Makeup Remover;Limpeza Clinique Take The Day Off Cleansing Balm Makeup Remover  para Cuidados com a pele;Cuidados com a pele;Limpeza;Clinique;114.0;ml
462570503266;Take Day Charcoal Cleansing;Take The Day Off Charcoal Cleansing Balm Makeup Remover;Limpeza Clinique Take The Day Off Charcoal Cleansing Balm Makeup Remover  para Cuidados com a pele;Cuidados com a pele;Limpeza;Clinique;126.0;ml
64867774986;Fresh Pressed Renewing Powder;Fresh Pressed Renewing Powder Cleanser with Pure Vitamin C;Sabonete facial Clinique Fresh Pressed Renewing Powder Cleanser with Pure Vitamin C  para Cuidados com a pele;Cuidados com a pele;Sabonete facial;Clinique;14.7;ml
208586881925;Acne Solutions Acne Line;Acne Solutions Acne + Line Correcting Serum;Sérum Clinique Acne Solutions Acne + Line Correcting Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Clinique;30.0;ml
850450121684;Clinique Smart Night Clinical;Clinique Smart Night Clinical MD Multi-Dimensional Repair Treatment Retinol Serum;Sérum Clinique Clinique Smart Night Clinical MD Multi-Dimensional Repair Treatment Retinol Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Clinique;30.0;ml
870118561997;Even Better Clinical Radical;Even Better Clinical Radical Dark Spot Corrector + Interrupter Serum;Sérum Clinique Even Better Clinical Radical Dark Spot Corrector + Interrupter Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Clinique;51.0;ml
22903871594;Clinique Smart Clinical Repair;Clinique Smart Clinical Repair Wrinkle Correcting Serum;Sérum Clinique Clinique Smart Clinical Repair Wrinkle Correcting Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Clinique;51.0;ml
910423620108;Thermal Spring Water;Thermal Spring Water;Spray La Roche-Posay Thermal Spring Water  para Cuidados com a pele;Cuidados com a pele;Spray;La Roche-Posay;156.0;ml
314080892555;Effaclar Clarifying Solution Acne;Effaclar Clarifying Solution Acne Toner;Tônico La Roche-Posay Effaclar Clarifying Solution Acne Toner  para Cuidados com a pele;Cuidados com a pele;Tônico;La Roche-Posay;201.0;ml
594082004358;Effaclar Medicated Gel Cleanser;Effaclar Medicated Gel Cleanser for Acne Prone Skin;Limpeza La Roche-Posay Effaclar Medicated Gel Cleanser for Acne Prone Skin  para Cuidados com a pele;Cuidados com a pele;Limpeza;La Roche-Posay;202.8;ml
722050886457;Toleriane Hydrating Gentle Face;Toleriane Hydrating Gentle Face Cleanser for Dry Skin;Sabonete facial La Roche-Posay Toleriane Hydrating Gentle Face Cleanser for Dry Skin  para Cuidados com a pele;Cuidados com a pele;Sabonete facial;La Roche-Posay;405.0;ml
457858660571;Toleriane Purifying Foaming Face;Toleriane Purifying Foaming Face Wash for Oily Skin;Sabonete facial La Roche-Posay Toleriane Purifying Foaming Face Wash for Oily Skin  para Cuidados com a pele;Cuidados com a pele;Sabonete facial;La Roche-Posay;405.0;ml
35305286576;Effaclar Medicated Gel Cleanser;Effaclar Medicated Gel Cleanser for Acne Prone Skin;Sérum La Roche-Posay Effaclar Medicated Gel Cleanser for Acne Prone Skin  para Cuidados com a pele;Cuidados com a pele;Sérum;La Roche-Posay;202.8;ml
184489143677;Effaclar Duo Dual Acne;Effaclar Duo Dual Acne Treatment with Benzoyl Peroxide;Sérum La Roche-Posay Effaclar Duo Dual Acne Treatment with Benzoyl Peroxide  para Cuidados com a pele;Cuidados com a pele;Sérum;La Roche-Posay;18.0;ml
916284303914;Effaclar Adapalene Gel Topical;Effaclar Adapalene Gel 0.1% Topical Retinoid Acne Treatment;Sérum La Roche-Posay Effaclar Adapalene Gel 0.1% Topical Retinoid Acne Treatment  para Cuidados com a pele;Cuidados com a pele;Sérum;La Roche-Posay;48.0;ml
842998151278;Effaclar Face Serum;Effaclar Face Serum;Sérum La Roche-Posay Effaclar Face Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;La Roche-Posay;30.0;ml
581891081434;Hyalu Pure Hyaluronic Acid;Hyalu B5 Pure Hyaluronic Acid Face Serum;Sérum La Roche-Posay Hyalu B5 Pure Hyaluronic Acid Face Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;La Roche-Posay;30.0;ml
867196721801;Pure Vitamin C Face;10% Pure Vitamin C Face Serum;Sérum La Roche-Posay 10% Pure Vitamin C Face Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;La Roche-Posay;30.0;ml
268539633476;Glycolic Dark Spot Corrector;Glycolic B5 Dark Spot Corrector;Sérum La Roche-Posay Glycolic B5 Dark Spot Corrector  para Cuidados com a pele;Cuidados com a pele;Sérum;La Roche-Posay;30.0;ml
682082652409;Retinol Face Serum;Retinol B3 Face Serum;Sérum La Roche-Posay Retinol B3 Face Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;La Roche-Posay;30.0;ml
558257242327;Redermic R Retinol Serum;Redermic R Anti-Aging Retinol Serum;Sérum La Roche-Posay Redermic R Anti-Aging Retinol Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;La Roche-Posay;30.0;ml
739808594106;Rapid Clear Fight Fade;Rapid Clear 2-in-1 Fight & Fade Toner;Tônico Neutrogena Rapid Clear 2-in-1 Fight & Fade Toner  para Cuidados com a pele;Cuidados com a pele;Tônico;Neutrogena;240.0;ml
639040478984;Pink Grapefruit Acne Wash;Pink Grapefruit Oil-Free Acne Wash Foaming Scrub;Limpeza Neutrogena Pink Grapefruit Oil-Free Acne Wash Foaming Scrub  para Cuidados com a pele;Cuidados com a pele;Limpeza;Neutrogena;201.0;ml
310640861344;Rapid Clear Stubborn Acne;Rapid Clear Stubborn Acne Spot Gel;Sérum Neutrogena Rapid Clear Stubborn Acne Spot Gel  para Cuidados com a pele;Cuidados com a pele;Sérum;Neutrogena;30.0;ml
213699889447;Hydro Boost Gentle Exfoliating;Hydro Boost Gentle Exfoliating Facial Cleanser;Limpeza Neutrogena Hydro Boost Gentle Exfoliating Facial Cleanser  para Cuidados com a pele;Cuidados com a pele;Limpeza;Neutrogena;150.0;ml
863652965352;Hydro Boost Glow Primer;Hydro Boost Glow Primer + Serum;Sérum Neutrogena Hydro Boost Glow Primer + Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Neutrogena;30.0;ml
537245142931;Hydro Boost Hyaluronic Acid;Hydro Boost Hyaluronic Acid Serum;Sérum Neutrogena Hydro Boost Hyaluronic Acid Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Neutrogena;30.0;ml
131551211857;Hydro Boost Hydrating Serum;Hydro Boost Hydrating Serum;Sérum Neutrogena Hydro Boost Hydrating Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Neutrogena;30.0;ml
939242427323;Hydro Boost Night Pressed;Hydro Boost Night Pressed Serum;Sérum Neutrogena Hydro Boost Night Pressed Serum  para Cuidados com a pele;Cuidados com a pele;Sérum;Neutrogena;51.0;ml
75705739029;Rapid Tone Repair Dark;Rapid Tone Repair Dark Spot Corrector;Sérum Neutrogena Rapid Tone Repair Dark Spot Corrector  para Cuidados com a pele;Cuidados com a pele;Sérum;Neutrogena;30.0;ml
